형태소,품사,분류,카운트
위해,Noun,장진영,1
위해,Noun,정형돈,1
유재석,Noun,김태호,1
유재석,Noun,노홍철,3
유재석,Noun,정준하,1
유재석,Noun,정형돈,2
유죄,Noun,길,2
유탈,Noun,박명수,1
유탈,Noun,유재석,1
유포,Noun,길,1
으,Adverb,박명수,1
으로,Josa,길,1
으로,Josa,김태호,2
으로,Josa,노홍철,4
으로,Josa,박명수,3
으로,Josa,유재석,2
으로,Josa,장진영,2
으로,Josa,정준하,8
으로,Josa,정형돈,5
으로,Josa,최단비,2
으로,Josa,판사,1
으로의,Josa,박명수,1
으로의,Josa,정준하,1
은,Josa,길,3
은,Josa,노홍철,6
은,Josa,박명수,5
은,Josa,유재석,4
은,Josa,장진영,1
은,Josa,정준하,6
은,Josa,정형돈,4
은,Josa,최단비,3
은,Noun,박명수,1
을,Foreign,노홍철,2
을,Foreign,정준하,2
을,Josa,길,14
을,Josa,김태호,17
을,Josa,노홍철,23
을,Josa,박명수,9
을,Josa,유재석,13
을,Josa,장진영,9
을,Josa,정준하,22
을,Josa,정형돈,14
을,Josa,최단비,5
을,Josa,판사,1
음,Noun,길,2
의,Josa,길,1
의,Josa,김태호,1
의,Josa,노홍철,11
의,Josa,박명수,2
의,Josa,유재석,4
의,Josa,장진영,1
의,Josa,정준하,2
의,Josa,정형돈,5
의,Josa,최단비,2
의,Noun,노홍철,1
의,Noun,유재석,1
의뢰,Noun,길,1
의뢰,Noun,정준하,1
의아,Noun,노홍철,1
의외로,Adverb,유재석,1
의지,Noun,김태호,1
의해서,Adjective,유재석,1
이,Determiner,길,4
이,Determiner,김태호,2
이,Determiner,노홍철,3
이,Determiner,박명수,2
이,Determiner,유재석,1
이,Determiner,정준하,1
이,Determiner,정형돈,2
이,Josa,길,21
이,Josa,김태호,7
이,Josa,노홍철,10
이,Josa,박명수,14
이,Josa,유재석,13
이,Josa,장진영,1
이,Josa,정준하,6
이,Josa,정형돈,13
이,Josa,최단비,5
이,Noun,길,3
이,Noun,노홍철,8
이,Noun,박명수,5
이,Noun,유재석,3
이,Noun,장진영,1
이,Noun,정준하,2
이,Noun,정형돈,3
이,Suffix,노홍철,1
이,Suffix,박명수,1
이,Suffix,유재석,2
이,Suffix,정준하,1
이,Suffix,정형돈,1
이건,Noun,김태호,1
이건,Noun,노홍철,2
이고,Josa,박명수,1
이기,Noun,유재석,1
이냐,Josa,노홍철,1
이다,Josa,김태호,1
이대,Noun,박명수,1
이라고,Josa,노홍철,1
이라고,Josa,박명수,2
이라고,Josa,유재석,3
이라고,Josa,정형돈,2
이라는,Josa,박명수,1
이라는,Josa,정준하,1
이라도,Josa,최단비,1
이라서,Josa,길,1
이랑,Josa,길,2
이러냐,Verb,유재석,1
이런,Adjective,노홍철,1
이런,Adjective,박명수,3
이런,Modifier,박명수,1
이렇게,Adverb,길,1
이렇게,Adverb,노홍철,2
이렇게,Adverb,박명수,2
이렇게,Adverb,유재석,1
이렇게,Adverb,장진영,1
이렇게,Adverb,정형돈,3
이르,Verb,정준하,1
이를,Verb,노홍철,1
이름,Noun,노홍철,1
이미,Adverb,유재석,1
이미,Adverb,정준하,1
이미지,Noun,노홍철,1
이미지,Noun,박명수,1
이미지,Noun,유재석,1
이미지,Noun,장진영,1
이미지,Noun,정준하,2
이미지,Noun,정형돈,1
이미지,Noun,최단비,2
이번,Noun,박명수,1
이불,Noun,김태호,1
이상,Noun,장진영,1
이상,Noun,정형돈,1
이상하다,Adjective,김태호,1
이시고,Josa,정준하,1
이신,Josa,유재석,1
이십,Noun,정준하,1
이십,Noun,정형돈,1
이야,Josa,박명수,2
이야기,Noun,노홍철,1
이야기,Noun,박명수,1
이야기,Noun,유재석,2
이었던,Verb,최단비,1
이었습니다,Verb,김태호,2
이었습니다,Verb,노홍철,1
이었습니다,Verb,유재석,1
이에요,Josa,노홍철,1
이에요,Josa,유재석,1
이에요,Josa,정준하,1
이에요,Josa,정형돈,1
이유,Noun,박명수,1
이유,Noun,정준하,1
이유,Noun,최단비,1
이전,Noun,길,1
이제,Noun,정준하,1
이지,Josa,노홍철,1
이지,Josa,정준하,1
이해,Noun,박명수,1
이후,Noun,정형돈,1
인,Josa,박명수,2
인,Josa,유재석,1
인,Josa,장진영,1
인,Josa,정준하,1
인,Josa,정형돈,1
인,Josa,최단비,2
인가요,Josa,최단비,1
인거,Josa,박명수,1
인격,Noun,길,3
인격,Noun,박명수,1
인격,Noun,유재석,1
인데,Josa,길,1
인데,Josa,박명수,1
인데,Josa,유재석,2
인데,Josa,정형돈,3
인터넷,Noun,박명수,2
인터넷,Noun,정형돈,1
인해서,Adjective,정준하,1
인해서,Adjective,최단비,1
일,Noun,길,1
일,Noun,노홍철,1
일,Noun,박명수,1
일,Noun,정형돈,1
일,Noun,최단비,2
일까,Verb,길,1
일단,Noun,정형돈,1
일로,Noun,박명수,1
일로,Noun,정준하,1
일반,Noun,노홍철,1
일반,Noun,유재석,1
일반,Noun,최단비,1
일반인,Noun,노홍철,1
일부러,Noun,유재석,1
일비,Noun,노홍철,1
일어나,Verb,안내인,1
일어나,Verb,유재석,1
일어난,Verb,장진영,1
일어날,Verb,정형돈,1
일어났을,Verb,김태호,1
일행,Noun,노홍철,1
잃을게,Verb,노홍철,1
입,Noun,유재석,2
입,Noun,장진영,1
입,Noun,정준하,2
입,Noun,정형돈,1
입고,Verb,길,1
입고,Verb,박명수,1
입고,Verb,유재석,1
입고,Verb,정형돈,1
입니까,Adjective,박명수,1
입니다,Adjective,김태호,1
입니다,Adjective,노홍철,4
입니다,Adjective,박명수,2
입니다,Adjective,유재석,5
입니다,Adjective,장진영,1
입니다,Adjective,정준하,3
입니다,Adjective,정형돈,2
입었습니다,Verb,정준하,1
입었으므로,Verb,정준하,1
입장,Noun,박명수,1
입지,Noun,정준하,1
잇,Verb,박명수,1
있고,Adjective,정준하,1
있고,Adjective,정형돈,1
있구나,Adjective,김태호,1
있나요,Adjective,길,1
있나요,Adjective,노홍철,1
있냐,Adjective,길,1
있냐고,Adjective,정준하,1
있는,Adjective,길,2
있는,Adjective,김태호,2
있는,Adjective,노홍철,1
있는,Adjective,박명수,1
있는,Adjective,유재석,1
있는,Adjective,정준하,1
있는,Adjective,정형돈,2
있는,Adjective,최단비,1
있는거에요,Adjective,노홍철,1
있는건,Adjective,유재석,1
있는걸,Adjective,정준하,1
있는데,Adjective,유재석,1
있다,Adjective,장진영,1
있다고,Adjective,김태호,1
있다고,Adjective,정준하,1
있다고,Adjective,최단비,1
있다며,Adjective,노홍철,1
있던,Adjective,노홍철,1
있도록,Adjective,정형돈,1
있습니까,Adjective,정형돈,3
있습니까,Adjective,최단비,2
있습니다,Adjective,길,2
있습니다,Adjective,노홍철,2
있습니다,Adjective,유재석,1
있습니다,Adjective,정준하,1
있습니다,Adjective,정형돈,1
있어,Adjective,길,1
있어,Adjective,김태호,1
있어서,Adjective,길,1
있어서,Adjective,김태호,1
있어야,Adjective,정형돈,1
있어요,Adjective,길,1
있어요,Adjective,노홍철,1
있어요,Adjective,정준하,1
있어요,Adjective,정형돈,1
있었겠죠,Adjective,길,1
있었겠죠,Adjective,정형돈,1
있었고,Adjective,정준하,1
있었고요,Adjective,유재석,1
있었는데,Adjective,김태호,2
있었는데,Adjective,노홍철,1
있었는데,Adjective,유재석,1
있었다,Adjective,정형돈,1
있었다구요,Adjective,정형돈,1
있었다는,Adjective,정준하,1
있었던,Adjective,노홍철,1
있었던,Adjective,정형돈,1
있었던,Adjective,최단비,2
있었습니까,Adjective,정준하,2
있었습니까,Adjective,정형돈,1
있었습니다,Adjective,김태호,5
있었습니다,Adjective,유재석,1
있잖아,Adjective,정형돈,1
자,Noun,박명수,1
자,Noun,안내인,1
자,Noun,장진영,2
자,Noun,판사,1
자고,Noun,김태호,1
자고있는,Verb,정준하,1
자기,Noun,장진영,1
자기,Noun,최단비,1
자꾸,Noun,길,1
자꾸,Noun,유재석,2
자꾸,Noun,정형돈,2
자는,Verb,김태호,1
자다,Verb,정형돈,1
자료,Noun,노홍철,1
자료,Noun,정준하,1
자리,Noun,길,1
자리,Noun,안내인,2
자백,Noun,길,1
자백,Noun,김태호,1
자세히,Adjective,김태호,1
자세히,Adjective,최단비,1
자식,Noun,박명수,1
자신,Noun,노홍철,1
자자자,Verb,정준하,1
자체,Noun,노홍철,1
자체,Noun,박명수,1
자체,Noun,유재석,1
작,Modifier,길,1
작가,Noun,유재석,1
잔,Noun,박명수,2
잘,Verb,길,1
잘,Verb,김태호,3
잘,Verb,노홍철,1
잘,Verb,장진영,2
잘,Verb,정준하,2
잘,Verb,정형돈,2
잘,VerbPrefix,박명수,2
잘,VerbPrefix,정준하,2
잘못,Noun,박명수,1
잘못,Noun,유재석,1
잠,Noun,박명수,1
잠,Noun,정준하,3
잠그고,Verb,김태호,1
잠깐,Noun,길,1
잠깐,Noun,유재석,3
잠깐,Noun,정준하,3
잠깐,Noun,정형돈,1
잠시,Noun,정준하,3
잠시,Noun,판사,1
잡,Noun,정준하,2
잡기,Noun,정형돈,1
잡니다,Verb,김태호,1
잡혀있었나요,Verb,장진영,1
잤습니다,Verb,길,1
잤으니까,Verb,김태호,1
잤죠,Verb,정형돈,1
장,Noun,정형돈,2
장난,Noun,노홍철,1
장님,Noun,길,2
장님,Noun,노홍철,1
장님,Noun,유재석,1
장님,Noun,정형돈,2
장땡,Noun,노홍철,1
장면,Noun,김태호,1
장면,Noun,정형돈,1
재미있는데,Adjective,정형돈,1
재미있어요,Adjective,길,1
재밌게,Adjective,길,1
재밌는,Adjective,노홍철,1
재밌었던,Adjective,노홍철,1
재석,Noun,기자들,1
재석,Noun,정형돈,1
재차,Noun,노홍철,1
재판,Noun,길,2
재판,Noun,노홍철,1
재판,Noun,유재석,1
재판,Noun,정형돈,2
재판,Noun,판사,1
쟤,Noun,길,1
쟤,Noun,박명수,1
쟤,Noun,정형돈,1
저,Determiner,정형돈,2
저,Noun,길,18
저,Noun,김태호,3
저,Noun,노홍철,4
저,Noun,박명수,7
저,Noun,유재석,14
저,Noun,정준하,9
저,Noun,정형돈,9
저건,Noun,노홍철,1
저기,Noun,박명수,1
저기,Noun,유재석,1
저기,Noun,정준하,2
저녁식사,Noun,정준하,1
저런,Noun,정형돈,1
저렇게,Adverb,박명수,1
저렇게,Adverb,정형돈,1
저리듯,Adjective,노홍철,1
저하,Noun,박명수,1
저희,Noun,노홍철,3
저희,Noun,박명수,3
저희,Noun,유재석,4
저희,Noun,정준하,6
저희,Noun,정형돈,1
적,Noun,길,4
적,Noun,김태호,2
적,Noun,노홍철,1
적,Noun,장진영,1
적,Noun,정형돈,2
적,Noun,최단비,1
적,Suffix,길,2
적,Suffix,노홍철,1
적,Suffix,박명수,2
적,Suffix,유재석,2
적,Suffix,장진영,1
적,Suffix,정준하,3
적,Suffix,정형돈,3
적,Suffix,최단비,3
적게,Verb,김태호,1
적은,Verb,김태호,1
적은,Verb,유재석,1
전,Noun,길,3
전,Noun,김태호,1
전,Noun,노홍철,1
전,Noun,박명수,1
전,Noun,유재석,1
전,Noun,장진영,2
전,Noun,최단비,3
전등,Noun,김태호,2
전문가,Noun,박명수,1
전원,Noun,길,1
전체,Noun,장진영,1
전혀,Noun,노홍철,1
전혀,Noun,정형돈,3
전혀,Noun,최단비,1
절,Noun,길,1
절대,Noun,길,1
정답,Noun,정형돈,1
정도,Noun,김태호,1
정도,Noun,유재석,2
정도,Noun,정형돈,1
정리,Noun,정준하,1
정말,Noun,길,2
정말,Noun,유재석,1
정말로,Adverb,정준하,1
정색,Noun,노홍철,1
정신,Noun,박명수,1
정신,Noun,정준하,2
정의,Noun,길,1
정준하,Noun,유재석,1
정형돈,Noun,길,1
정형돈,Noun,유재석,1
정형돈,Noun,정준하,1
정확하게,Adjective,정준하,1
정확한,Adjective,노홍철,1
정황,Noun,유재석,1
젖어있는,Verb,정준하,1
젖어있었거든요,Verb,김태호,1
젖어있었고,Verb,김태호,1
젖을까봐,Verb,정준하,1
제,Modifier,길,1
제,Modifier,정준하,1
제,Noun,길,8
제,Noun,김태호,4
제,Noun,노홍철,3
제,Noun,박명수,4
제,Noun,유재석,5
제,Noun,정준하,2
제,Noun,정형돈,2
제보,Noun,노홍철,1
제보,Noun,유재석,1
제영재,Noun,김태호,1
제영재,Noun,노홍철,1
제영재,Noun,정준하,1
제의,Noun,길,1
제의,Noun,박명수,1
제일,Noun,유재석,1
제주도,Noun,박명수,2
제주도,Noun,유재석,1
제주도,Noun,정준하,1
제주도,Noun,정형돈,1
제주도,Noun,최단비,1
제출,Noun,판사,2
젯,Noun,정형돈,1
조,Noun,정준하,1
조금,Noun,길,1
조금,Noun,노홍철,1
조금,Noun,유재석,2
조금,Noun,정준하,1
조금,Noun,최단비,1
조명,Noun,박명수,3
조사,Noun,정준하,1
조심,Noun,유재석,1
조심하세요,Verb,길,1
조용히,Adjective,박명수,2
조차,Josa,길,1
존경,Noun,길,1
존경,Noun,노홍철,1
존재,Noun,길,1
졸졸졸,Noun,정형돈,1
좀,Noun,기자들,1
좀,Noun,길,2
좀,Noun,김태호,1
좀,Noun,박명수,2
좀,Noun,유재석,4
좀,Noun,정준하,1
좀,Noun,정형돈,1
좋네,Adjective,정준하,1
좋대,Adjective,정형돈,1
좋습니다,Adjective,판사,1
좋아요,Adjective,박명수,2
좋아요,Adjective,정준하,1
좋아하는데,Adjective,박명수,1
좋은,Adjective,장진영,1
좋은,Adjective,정준하,1
좋은,Adjective,최단비,1
죄,Noun,박명수,3
죄,Noun,유재석,1
죄,Noun,정준하,1
죄,Noun,정형돈,1
죄송하구요,Adjective,박명수,1
죄송합니다,Adjective,박명수,1
죄송합니다,Adjective,유재석,1
죄송합니다,Adjective,정준하,1
죄송합니다,Adjective,정형돈,1
죠,Josa,길,1
죠,Josa,박명수,1
죠,Josa,유재석,3
죠,Josa,장진영,1
죠,Josa,정준하,3
죠,Josa,정형돈,2
주,Modifier,길,1
주,Modifier,안내인,1
주고받고,Verb,유재석,1
주관,Noun,유재석,1
주무,Noun,박명수,1
주무셨습니까,Verb,길,1
주무시면,Verb,박명수,1
주세요,Verb,길,1
주제,Noun,장진영,1
죽,Noun,김태호,1
준,Noun,길,1
준비,Noun,박명수,1
준하,Verb,길,1
줄,Noun,길,1
줄,Noun,박명수,1
중,Noun,유재석,1
중요하게,Adjective,유재석,1
중요하다고,Adjective,정형돈,1
중요한건,Adjective,정준하,1
중요함에도,Adjective,정준하,1
중요해요,Adjective,길,1
줬기,Verb,노홍철,1
줬는데,Verb,정준하,1
증거,Noun,유재석,1
증거,Noun,최단비,1
증말,Noun,정준하,1
증언,Noun,정형돈,1
증언,Noun,판사,1
증인,Noun,길,1
증인,Noun,김태호,1
증인,Noun,노홍철,3
증인,Noun,박명수,1
증인,Noun,유재석,3
증인,Noun,장진영,2
증인,Noun,정형돈,6
증인,Noun,판사,1
지,Josa,김태호,1
지,Modifier,정준하,1
지갑,Noun,김태호,1
지고,Noun,정형돈,1
지금,Noun,길,3
지금,Noun,노홍철,2
지금,Noun,박명수,7
지금,Noun,유재석,3
지금,Noun,정준하,5
지금,Noun,정형돈,6
지금,Noun,최단비,1
지급,Noun,길,1
지내고,Verb,최단비,1
지도,Noun,유재석,1
직접,Noun,길,1
직접,Noun,김태호,2
직접,Noun,유재석,1
직접,Noun,장진영,1
직접,Noun,최단비,5
진,Noun,길,1
진,Noun,정준하,1
진료,Noun,박명수,1
진술,Noun,장진영,2
진술,Noun,정형돈,1
진술,Noun,판사,1
진실,Noun,길,4
진실,Noun,유재석,1
진짜,Noun,길,4
진짜,Noun,박명수,2
진짜,Noun,유재석,2
진짜,Noun,정형돈,1
진행,Noun,장진영,1
진행자,Noun,정형돈,3
질,Noun,길,1
질러져,Verb,정형돈,1
질문,Noun,길,3
질문,Noun,유재석,1
질문,Noun,최단비,1
질질,Noun,박명수,1
집,Noun,박명수,1
집니다,Verb,길,2
집니다,Verb,박명수,3
집어넣어야,Verb,박명수,1
집중,Noun,노홍철,1
짜증,Noun,정준하,1
짧게,Adjective,길,1
짭니까,Verb,정준하,1
짱,Suffix,박명수,1
짱,Suffix,유재석,1
째,Verb,장진영,1
쩌리,Noun,박명수,1
쩌리,Noun,유재석,1
쪽,Noun,김태호,2
쪽팔리다고,Verb,박명수,1
쭉,Noun,유재석,1
찍,Noun,박명수,1
찍어주지,Verb,유재석,1
찍었기,Verb,정형돈,1
찍으셨죠,Verb,정형돈,2
찍은걸,Verb,박명수,1
찍지,Verb,정형돈,1
찐거,Verb,정형돈,1
찬스,Noun,정준하,2
찬스,Noun,정형돈,2
참,Verb,박명수,3
참,Verb,정준하,1
참을수,Verb,노홍철,1
창,Noun,최단비,1
창피하다고요,Adjective,박명수,1
찾아와서,Verb,김태호,1
채택,Noun,박명수,1
처럼,Josa,장진영,1
처럼,Noun,유재석,1
처럼,Noun,최단비,2
처벌,Noun,판사,1
처음,Noun,길,2
처음,Noun,김태호,1
처음,Noun,정형돈,1
처자,Noun,박명수,1
척,Noun,김태호,1
천,Noun,노홍철,2
천천히,Adverb,정준하,1
첫,Noun,박명수,1
청,Noun,정준하,1
청구,Noun,노홍철,1
청구,Noun,정준하,3
청아,Noun,박명수,1
쳐다봤을,Verb,김태호,1
쳐요,Verb,정준하,1
초,Noun,정형돈,1
총각파티,Noun,길,1
총각파티,Noun,정형돈,1
최,Noun,박명수,1
최,Noun,정준하,2
최고,Noun,정형돈,1
쵸,VerbPrefix,길,1
추시,Verb,정준하,1
추억,Noun,노홍철,1
추측,Noun,정형돈,1
추했다는,Adjective,정준하,1
출,Verb,최단비,1
출연자,Noun,장진영,1
출연자,Noun,정형돈,2
출출해서,Adjective,박명수,1
충격,Noun,김태호,1
취,Noun,기자들,1
취소,Noun,유재석,1
취소,Noun,정준하,1
취해,Noun,노홍철,1
취해,Noun,정형돈,1
측,Noun,판사,1
측,Suffix,유재석,1
측,Suffix,정형돈,2
측,Suffix,판사,3
측은,Noun,정형돈,1
측은,Noun,판사,1
치면,Noun,정형돈,1
치킨,Noun,박명수,6
치킨,Noun,정준하,2
치킨,Noun,정형돈,2
친구,Noun,길,4
친구,Noun,박명수,3
친구,Noun,정준하,1
친구,Noun,정형돈,1
친구,Noun,최단비,1
친근하게,Adjective,정형돈,1
친하게,Adjective,최단비,1
침,Noun,노홍철,1
침대,Noun,김태호,3
침대,Noun,유재석,1
침대,Noun,정준하,2
칩시다,Verb,정준하,2
카메라,Noun,노홍철,1
카메라,Noun,박명수,1
카메라,Noun,유재석,1
캐릭터,Noun,김태호,1
캐릭터,Noun,노홍철,3
캐릭터,Noun,장진영,1
캐릭터,Noun,정형돈,1
커녕,Noun,정형돈,1
커다란,Adjective,유재석,1
켜서,Verb,정준하,1
켜지,Verb,길,1
코,Noun,박명수,1
퀴즈,Noun,유재석,1
크,Verb,유재석,1
크거든요,Verb,유재석,1
크게,Noun,박명수,1
크겠죠,Verb,정형돈,1
큰,Verb,노홍철,1
큰,Verb,유재석,1
타,Noun,정형돈,1
타격,Noun,박명수,1
타격,Noun,유재석,1
타격,Noun,최단비,2
태호,Noun,유재석,2
태호,Noun,정형돈,1
털,Noun,기자들,1
털,Noun,길,2
털,Noun,노홍철,2
털,Noun,유재석,1
털어놓았습니다,Verb,노홍철,1
통,Noun,정준하,1
통상,Noun,정준하,1
통상,Noun,정형돈,1
통상손해,Noun,박명수,1
튀어나온,Verb,정준하,1
특급,Noun,정형돈,1
특별,Noun,정준하,2
특별손해,Noun,정준하,1
특별하게,Adjective,정형돈,1
특징,Noun,길,1
틀,Noun,노홍철,1
틀어서,Verb,김태호,1
파기,Noun,정형돈,2
파이팅,Noun,정형돈,1
파카,Noun,기자들,1
파카,Noun,길,2
파카,Noun,유재석,1
파티,Noun,길,1
파티,Noun,박명수,2
판단,Noun,김태호,1
판단,Noun,박명수,1
판단,Noun,유재석,1
판사,Noun,박명수,3
판사,Noun,유재석,1
판사,Noun,정형돈,1
판사,Noun,최단비,1
팬티,Noun,김태호,1
펄쩍,Adverb,노홍철,1
편,Noun,정형돈,1
편집,Noun,길,2
편집,Noun,유재석,1
편집,Noun,정형돈,2
평가,Noun,정형돈,1
평상시,Noun,박명수,1
평소,Noun,김태호,1
평소,Noun,유재석,2
평소,Noun,정형돈,1
포물선,Noun,길,1
포물선,Noun,김태호,1
포즈,Noun,기자들,1
포토,Noun,박명수,1
포토,Noun,유재석,1
포함,Noun,정준하,1
표현,Noun,정준하,1
프로그램,Noun,장진영,2
프로그램,Noun,정형돈,1
플래시,Noun,유재석,1
피고,Noun,길,3
피고,Noun,노홍철,1
피고,Noun,모두,1
피고,Noun,박명수,1
피고,Noun,유재석,4
피고,Noun,장진영,2
피고,Noun,정준하,5
피고,Noun,정형돈,7
피고,Noun,판사,3
피곤해서,Adjective,정준하,1
피부,Noun,박명수,2
피부,Noun,정준하,1
피해,Noun,박명수,1
피해,Noun,정준하,1
하,Exclamation,길,1
하게,Verb,노홍철,1
하게,Verb,정준하,1
하겠네요,Verb,박명수,1
하겠습니까,Verb,유재석,1
하겠습니다,Verb,길,3
하겠습니다,Verb,노홍철,1
하겠습니다,Verb,박명수,2
하겠습니다,Verb,장진영,3
하겠습니다,Verb,정형돈,5
하겠습니다,Verb,최단비,2
하겠습니다,Verb,판사,4
하겠지만,Verb,노홍철,1
하고,Josa,길,2
하고,Josa,유재석,2
하고,Josa,정준하,2
하고,Josa,정형돈,2
하고,Verb,김태호,2
하고,Verb,노홍철,1
하고,Verb,유재석,2
하고,Verb,장진영,1
하고,Verb,정준하,1
하고,Verb,정형돈,1
하고,Verb,판사,1
하고나서,Verb,유재석,1
하고나서,Verb,판사,1
하고싶었는데,Verb,박명수,1
하고싶은,Verb,김태호,1
하기,Verb,길,1
하기,Verb,노홍철,1
하기,Verb,장진영,2
하기,Verb,정준하,1
하기,Verb,정형돈,1
하기는,Adverb,정형돈,1
하기를,Verb,판사,1
하기에,Verb,정준하,1
하나,Noun,길,1
하나,Noun,김태호,2
하나,Noun,박명수,3
하나,Noun,정형돈,3
하나,Noun,최단비,1
하냐,Verb,박명수,1
하는,Verb,길,1
하는,Verb,노홍철,5
하는,Verb,박명수,1
하는,Verb,유재석,3
하는,Verb,정준하,5
하는,Verb,정형돈,2
하는거야,Verb,정준하,1
하는거에요,Verb,길,1
하는데,Verb,정형돈,1
하는지,Verb,정준하,1
하니까,Verb,길,1
하도록,Verb,길,1
하도록,Verb,장진영,2
하도록,Verb,정형돈,1
하도록,Verb,판사,2
하며,Verb,김태호,1
하며,Verb,노홍철,3
하면,Verb,김태호,1
하면,Verb,박명수,4
하면,Verb,유재석,1
하면,Verb,정준하,1
하세요,Verb,박명수,1
하세요,Verb,판사,1
하셔야,Verb,판사,1
하셨는데,Verb,길,1
하셨는데,Verb,정준하,2
하셨는데,Verb,정형돈,1
하셨다고,Verb,길,1
하셨습니까,Verb,최단비,1
하셨습니다,Verb,판사,1
하셨죠,Verb,박명수,1
하셨죠,Verb,최단비,2
하셨죠,Verb,판사,1
하셨지,Verb,정준하,1
하시겠습니까,Verb,유재석,1
하시겠습니까,Verb,판사,1
하시고,Verb,박명수,2
하시고,Verb,정준하,2
하시네요,Verb,유재석,1
하시는,Verb,유재석,3
하시는,Verb,최단비,1
하시는데,Verb,노홍철,1
하시면,Verb,판사,1
하시잖아요,Verb,길,1
하시잖아요,Verb,박명수,1
하시죠,Verb,판사,2
하신,Verb,길,1
하신,Verb,노홍철,1
하신,Verb,최단비,1
하신건,Verb,유재석,1
하실,Verb,유재석,1
하실,Verb,정형돈,1
하실,Verb,최단비,2
하십,Verb,유재석,1
하십,Verb,판사,1
하십니까,Verb,노홍철,1
하십니까,Verb,정형돈,1
하십니까,Verb,최단비,1
하십니다,Verb,정준하,1
하십시오,Verb,노홍철,1
하여,Verb,정형돈,1
하였습니다,Verb,정형돈,1
하였음에도,Verb,정형돈,1
하자,Noun,노홍철,1
하지,Verb,길,4
하지,Verb,박명수,1
하지,Verb,유재석,2
하지,Verb,정준하,1
하지,Verb,정형돈,1
하지마,Verb,정준하,1
하지만,Conjunction,길,2
하진,Verb,유재석,1
하차,Noun,박명수,1
하하,Exclamation,길,4
학원,Noun,노홍철,1
한,Determiner,노홍철,1
한,Determiner,유재석,2
한,Determiner,정형돈,1
한,Josa,길,1
한,Josa,김태호,1
한,Josa,노홍철,2
한,Josa,박명수,1
한,Josa,유재석,2
한,Josa,정준하,1
한,Josa,정형돈,2
한,Verb,길,4
한,Verb,김태호,1
한,Verb,노홍철,1
한,Verb,박명수,5
한,Verb,유재석,2
한,Verb,장진영,1
한,Verb,정준하,5
한,Verb,정형돈,4
한가지,Noun,길,1
한가지,Noun,정형돈,1
한다,Verb,길,2
한다,Verb,박명수,1
한다고,Verb,정준하,1
한다는,Modifier,유재석,1
한마디,Noun,길,1
한마디,Noun,박명수,1
한번,Noun,유재석,1
한번,Noun,정형돈,1
한번,Noun,최단비,1
한치,Noun,유재석,1
한테,Josa,길,3
한테,Josa,김태호,1
한테,Josa,유재석,2
한테,Josa,장진영,3
한테,Josa,정준하,3
한테,Josa,정형돈,1
할,Verb,길,2
할,Verb,박명수,1
할,Verb,정준하,1
할,Verb,정형돈,2
할,Verb,최단비,1
할거야,Verb,유재석,1
할거에요,Verb,길,1
할꺼면,Verb,정형돈,1
할지를,Verb,정형돈,1
함,Noun,노홍철,1
함,Noun,정준하,1
함께,Adverb,박명수,1
함께,Adverb,정준하,2
함부로,Noun,유재석,1
함부로,Noun,정준하,1
합,Noun,박명수,3
합니다,Verb,길,2
합니다,Verb,김태호,1
합니다,Verb,노홍철,3
합니다,Verb,박명수,1
합니다,Verb,유재석,1
합니다,Verb,정준하,2
합니다,Verb,정형돈,1
합시다,Verb,박명수,1
항변,Noun,노홍철,1
항변,Noun,유재석,1
해,Noun,길,1
해,Noun,박명수,3
해,Noun,유재석,2
해,Noun,정준하,1
해,Verb,길,1
해,Verb,김태호,1
해,Verb,노홍철,1
해,Verb,박명수,3
해,Verb,정준하,2
해,Verb,최단비,1
해가지고,Verb,정준하,1
해도,Noun,유재석,1
해도,Verb,길,1
해도,Verb,김태호,1
해도,Verb,유재석,2
해도,Verb,정형돈,1
해보는거죠,Verb,정형돈,2
해보니까,Verb,정준하,1
해보시기,Verb,최단비,1
해서,Verb,김태호,1
해서,Verb,노홍철,3
해서,Verb,유재석,2
해서,Verb,장진영,1
해서,Verb,정준하,3
해야,Verb,박명수,1
해야,Verb,정준하,1
해야,Verb,정형돈,1
해야죠,Verb,정준하,1
해야지,Verb,박명수,1
해야지,Verb,정준하,1
해주려고,Verb,정형돈,1
해주세요,Verb,기자들,1
해주세요,Verb,박명수,1
해주시기,Verb,박명수,1
해주시기,Verb,정형돈,1
해주실,Verb,길,1
해주십시오,Verb,판사,1
했고,Verb,노홍철,1
했고,Verb,정준하,1
했냐,Verb,정형돈,1
했네,Verb,길,1
했는데,Verb,노홍철,1
했는데,Verb,정형돈,1
했다고,Verb,노홍철,1
했다고,Verb,정형돈,1
했다면,Verb,유재석,1
했다면,Verb,정형돈,1
했던,Verb,노홍철,2
했던,Verb,정형돈,1
했던거,Verb,유재석,1
했습니다,Verb,길,2
했습니다,Verb,김태호,1
했습니다,Verb,노홍철,3
했습니다,Verb,유재석,1
했습니다,Verb,정준하,1
했습니다,Verb,정형돈,1
했어,Verb,모두,1
했어,Verb,박명수,1
했어,Verb,정형돈,2
했어요,Verb,길,1
했었는데,Verb,김태호,1
했었어요,Verb,김태호,1
했으면,Verb,최단비,1
했을,Verb,유재석,1
했죠,Verb,장진영,1
했지,Verb,정준하,1
행동,Noun,정준하,1
행복하죠,Adjective,정형돈,1
행복합니까,Adjective,정형돈,1
행복해질,Adjective,길,1
행복해질,Adjective,김태호,1
